Store_Id,Department,Year_Month,Sales_Target,Sales_Actual,Sales_Variance,Sales_Target_Achievement_Pct,Customer_Satisfaction,Nps_Score,Waste_Percentage,On_Time_Delivery,Operational_Efficiency_Status
STR039,Store Operations,2023-12-01,252000,233546.49,-18453.51000000001,92.68,7.2,7.4,0.72,90.2,Standard
STR039,Fresh Produce,2023-12-01,63000,65301.55,2301.550000000003,103.65,7.7,39.9,4.94,92.4,High Efficiency
STR039,Meat/Fish & Bakery,2023-12-01,49000,47779.45,-1220.550000000003,97.51,7.5,37.9,3.77,95.8,Standard
STR040,Store Operations,2023-12-01,453600,415551.41,-38048.590000000026,91.61,6.5,20.3,1.94,92,Standard
STR040,Fresh Produce,2023-12-01,113400,137525.15,24125.149999999994,121.27,9.6,91.6,2.7,94.9,High Efficiency
STR040,Meat/Fish & Bakery,2023-12-01,88200,57969.88,-30230.120000000003,65.73,7.6,24.5,4.63,92.1,Low Efficiency
STR041,Store Operations,2023-12-01,453600,557505.01,103905.01000000001,122.91,5,-9.5,1.35,95.3,High Efficiency
STR041,Fresh Produce,2023-12-01,113400,118352.92,4952.919999999998,104.37,8.1,50.7,5.9,96.3,Standard
STR041,Meat/Fish & Bakery,2023-12-01,88200,116197.04,27997.039999999994,131.74,8.1,54.5,4.19,91.8,High Efficiency
STR042,Store Operations,2023-12-01,151200,153843.41,2643.4100000000035,101.75,4.6,-12.3,1.21,93.7,High Efficiency
STR042,Fresh Produce,2023-12-01,37800,39303.77,1503.7699999999968,103.98,9,71.8,4.75,93.8,High Efficiency
STR042,Meat/Fish & Bakery,2023-12-01,29400,35084.55,5684.550000000003,119.34,8,66.7,1.76,96.5,High Efficiency
STR043,Store Operations,2023-12-01,252000,308160.67,56160.669999999984,122.29,8,46.9,0.82,94.1,High Efficiency
STR043,Fresh Produce,2023-12-01,63000,73267.87,10267.869999999995,116.3,8.8,37.9,5.25,88.1,Standard
STR043,Meat/Fish & Bakery,2023-12-01,49000,44769.51,-4230.489999999998,91.37,6.7,21.1,2.4,91.8,Standard
STR044,Store Operations,2023-12-01,453600,393137.56,-60462.44,86.67,6.6,11.8,1.31,90.7,Low Efficiency
STR044,Fresh Produce,2023-12-01,113400,101463.18,-11936.820000000007,89.47,7.4,55.2,2.4,93.3,Low Efficiency
STR044,Meat/Fish & Bakery,2023-12-01,88200,86302.25,-1897.75,97.85,7.8,48.4,2.61,91.8,Standard
STR045,Store Operations,2023-12-01,453600,495609.36,42009.359999999986,109.26,8.3,93.9,1.41,90.1,High Efficiency
STR045,Fresh Produce,2023-12-01,113400,102024.45,-11375.550000000003,89.97,7.1,19.8,3.26,93.3,Low Efficiency
STR045,Meat/Fish & Bakery,2023-12-01,88200,111018.8,22818.800000000003,125.87,9.8,60.7,2.35,89.6,High Efficiency
STR046,Store Operations,2023-12-01,252000,233688.15,-18311.850000000006,92.73,6.2,0.9,1.76,93.4,Standard
STR046,Fresh Produce,2023-12-01,63000,53296.66,-9703.339999999997,84.6,9,65.6,2.48,92.8,Low Efficiency
STR046,Meat/Fish & Bakery,2023-12-01,49000,47038.14,-1961.8600000000006,96,6.3,23.7,4.86,93.1,Standard
STR047,Store Operations,2023-12-01,327600,374818.75,47218.75,114.41,8.1,64.1,0.59,90.4,High Efficiency
STR047,Fresh Produce,2023-12-01,81900,83068.93,1168.929999999993,101.43,7.8,61.3,2.06,91.8,High Efficiency
STR047,Meat/Fish & Bakery,2023-12-01,63700,71595.05,7895.050000000003,112.39,7.2,47.6,2.76,90.4,High Efficiency
STR048,Store Operations,2023-12-01,252000,306617.3,54617.29999999999,121.67,6.9,25.9,1.42,88.6,High Efficiency
STR048,Fresh Produce,2023-12-01,63000,76117.23,13117.229999999996,120.82,7.4,29.6,2.16,98.2,High Efficiency
STR048,Meat/Fish & Bakery,2023-12-01,49000,48560.16,-439.8399999999965,99.1,6.1,13.8,3.36,96.3,Standard
STR049,Store Operations,2023-12-01,151200,134590.23,-16609.76999999999,89.01,8,43.3,1.99,91.2,Low Efficiency
STR049,Fresh Produce,2023-12-01,37800,39889.45,2089.449999999997,105.53,8.3,71.4,3.21,87.6,High Efficiency
STR049,Meat/Fish & Bakery,2023-12-01,29400,25760.68,-3639.3199999999997,87.62,9.3,71.4,3.63,92.9,Low Efficiency
STR050,Store Operations,2023-12-01,252000,229518.51,-22481.48999999999,91.08,7.8,53,1.58,95.4,Standard
STR050,Fresh Produce,2023-12-01,63000,52763.06,-10236.940000000002,83.75,8.2,51.8,2.73,95.1,Low Efficiency
STR050,Meat/Fish & Bakery,2023-12-01,49000,38985.4,-10014.599999999999,79.56,8.9,66.8,2.07,96.2,Low Efficiency
STR051,Store Operations,2023-12-01,589680,591451.26,1771.2600000000093,100.3,8.1,16,1.75,95.2,High Efficiency
STR051,Fresh Produce,2023-12-01,147420,165132.9,17712.899999999994,112.02,7.5,25.8,4.95,91.3,High Efficiency
STR051,Meat/Fish & Bakery,2023-12-01,114660,108749.39,-5910.610000000001,94.85,9,64,2.78,95.1,Standard
STR052,Store Operations,2023-12-01,252000,189350.94,-62649.06,75.14,6.7,13.3,0.53,90.6,Low Efficiency
STR052,Fresh Produce,2023-12-01,63000,72827.16,9827.160000000003,115.6,8.6,34.1,3.74,92.4,High Efficiency
STR052,Meat/Fish & Bakery,2023-12-01,49000,50117.2,1117.199999999997,102.28,8.1,39.5,1.83,96.3,High Efficiency
STR053,Store Operations,2023-12-01,252000,249853.34,-2146.6600000000035,99.15,6.7,37.2,1.58,96.2,Standard
STR053,Fresh Produce,2023-12-01,63000,66881.97,3881.970000000001,106.16,8.4,66.2,4.05,91.2,High Efficiency
STR053,Meat/Fish & Bakery,2023-12-01,49000,39494.31,-9505.690000000002,80.6,6.8,1.7,1.79,93.3,Low Efficiency
STR054,Store Operations,2023-12-01,252000,263303.38,11303.380000000005,104.49,8.6,50.2,1.8,87.8,High Efficiency
STR054,Fresh Produce,2023-12-01,63000,53420.33,-9579.669999999998,84.79,6,-1,4.64,95.9,Low Efficiency
STR054,Meat/Fish & Bakery,2023-12-01,49000,49050.57,50.56999999999971,100.1,4.7,-21.9,2.29,95,High Efficiency
STR055,Store Operations,2023-12-01,327600,406144.23,78544.22999999998,123.98,6.8,40.9,0.57,94.1,High Efficiency
STR055,Fresh Produce,2023-12-01,81900,71692.72,-10207.279999999999,87.54,6.8,22.1,2.06,99,Low Efficiency
STR055,Meat/Fish & Bakery,2023-12-01,63700,57667.29,-6032.709999999999,90.53,8.7,53.5,4.81,92.3,Standard
STR056,Store Operations,2023-12-01,196560,216477.9,19917.899999999994,110.13,6.3,2.4,1.35,99.3,High Efficiency
STR056,Fresh Produce,2023-12-01,49140,50619.53,1479.5299999999988,103.01,7.6,33.4,4.87,95,High Efficiency
STR056,Meat/Fish & Bakery,2023-12-01,38220,38245.37,25.37000000000262,100.07,6.7,47.5,1.54,94.4,High Efficiency
STR057,Store Operations,2023-12-01,327600,345247.73,17647.72999999998,105.39,8.3,59.1,1.24,90.7,High Efficiency
STR057,Fresh Produce,2023-12-01,81900,76533.51,-5366.490000000005,93.45,8.3,84.4,5.02,85.6,Standard
STR057,Meat/Fish & Bakery,2023-12-01,63700,77453.81,13753.809999999998,121.59,5.3,17.2,3.45,92.5,High Efficiency
STR058,Store Operations,2023-12-01,252000,240693.58,-11306.420000000013,95.51,7.8,27.7,0.89,93.3,Standard
STR058,Fresh Produce,2023-12-01,63000,48863.69,-14136.309999999998,77.56,8,49.3,3.44,94.7,Low Efficiency
STR058,Meat/Fish & Bakery,2023-12-01,49000,50595.93,1595.9300000000003,103.26,8.2,54.8,3.04,90.8,High Efficiency
STR059,Store Operations,2023-12-01,453600,505662.07,52062.07000000001,111.48,8.5,53,1.28,87.3,High Efficiency
STR059,Fresh Produce,2023-12-01,113400,97623.03,-15776.970000000001,86.09,7.3,40.5,3.88,96,Low Efficiency
STR059,Meat/Fish & Bakery,2023-12-01,88200,69531.1,-18668.899999999994,78.83,7.8,71.8,3.37,94.6,Low Efficiency
STR060,Store Operations,2023-12-01,252000,146328.32,-105671.68,58.07,6.1,23,1.63,96.4,Low Efficiency
STR060,Fresh Produce,2023-12-01,63000,69064.74,6064.740000000005,109.63,6.1,17.2,5.12,98.4,Standard
STR060,Meat/Fish & Bakery,2023-12-01,49000,47073.23,-1926.7699999999968,96.07,7.8,58.3,2.51,89.2,Standard
STR061,Store Operations,2023-12-01,252000,243650.57,-8349.429999999993,96.69,6.2,27.8,0.96,92.2,Standard
STR061,Fresh Produce,2023-12-01,63000,73674.94,10674.940000000002,116.94,6.6,10,5.21,92.3,Standard
STR061,Meat/Fish & Bakery,2023-12-01,49000,47825.54,-1174.4599999999991,97.6,7.1,32.5,3.91,98.6,Standard
STR062,Store Operations,2023-12-01,453600,483720.32,30120.320000000007,106.64,7,54.9,0.82,95.3,High Efficiency
STR062,Fresh Produce,2023-12-01,113400,134902.06,21502.059999999998,118.96,7.1,29.3,5.17,94.6,Standard
STR062,Meat/Fish & Bakery,2023-12-01,88200,85850.12,-2349.8800000000047,97.34,6.6,7.4,2.02,92.2,Standard
STR063,Store Operations,2023-12-01,252000,218023.08,-33976.92000000001,86.52,7.5,45.9,1.17,93.2,Low Efficiency
STR063,Fresh Produce,2023-12-01,63000,64980.4,1980.4000000000015,103.14,6.9,27.1,4.5,95.8,High Efficiency
STR063,Meat/Fish & Bakery,2023-12-01,49000,47895.17,-1104.8300000000017,97.75,8.3,45.2,4.87,99.8,Standard
STR064,Store Operations,2023-12-01,196560,226604.56,30044.559999999998,115.29,7.5,71.5,1.08,94.3,High Efficiency
STR064,Fresh Produce,2023-12-01,49140,50848,1708,103.48,8.2,42.1,4.86,95,High Efficiency
STR064,Meat/Fish & Bakery,2023-12-01,38220,40681.08,2461.0800000000017,106.44,5.5,-7.3,3.03,91.9,High Efficiency
STR065,Store Operations,2023-12-01,252000,216643.44,-35356.56,85.97,7.9,35.5,1.79,92,Low Efficiency
STR065,Fresh Produce,2023-12-01,63000,58698.22,-4301.779999999999,93.17,9.6,85.1,2.55,96,Standard
STR065,Meat/Fish & Bakery,2023-12-01,49000,41317.34,-7682.6600000000035,84.32,8.1,54.3,2.05,87.5,Low Efficiency
STR066,Store Operations,2023-12-01,252000,255805.97,3805.970000000001,101.51,7.4,43.1,1.07,93.5,High Efficiency
STR066,Fresh Produce,2023-12-01,63000,56825.79,-6174.209999999999,90.2,8.3,59,5.08,95.2,Standard
STR066,Meat/Fish & Bakery,2023-12-01,49000,30165.05,-18834.95,61.56,6,-16.1,3.94,94.9,Low Efficiency
STR067,Store Operations,2023-12-01,196560,211587.31,15027.309999999998,107.65,5.7,10.5,0.78,91.5,High Efficiency
STR067,Fresh Produce,2023-12-01,49140,46787.1,-2352.9000000000015,95.21,7,20.7,2.22,90.7,Standard
STR067,Meat/Fish & Bakery,2023-12-01,38220,40072.52,1852.5199999999968,104.85,9.4,63,2.35,94.4,High Efficiency
STR068,Store Operations,2023-12-01,453600,440358.95,-13241.049999999988,97.08,9,100,1.15,88.1,Standard
STR068,Fresh Produce,2023-12-01,113400,123846.78,10446.779999999999,109.21,8.3,69.8,4.07,92.3,High Efficiency
STR068,Meat/Fish & Bakery,2023-12-01,88200,100793.19,12593.190000000002,114.28,7.8,71,3.7,93.5,High Efficiency
STR069,Store Operations,2023-12-01,252000,304686.9,52686.90000000002,120.91,7.1,35.7,0.57,91.3,High Efficiency
STR069,Fresh Produce,2023-12-01,63000,66021.99,3021.9900000000052,104.8,6.4,1.4,5.82,91.4,Standard
STR069,Meat/Fish & Bakery,2023-12-01,49000,56034.21,7034.209999999999,114.36,5.5,-10.4,3.86,94.2,High Efficiency
STR070,Store Operations,2023-12-01,252000,162028.13,-89971.87,64.3,7.8,42.6,1.83,92.9,Low Efficiency
STR070,Fresh Produce,2023-12-01,63000,58227.98,-4772.019999999997,92.43,6.9,31.8,4.8,93.5,Standard
STR070,Meat/Fish & Bakery,2023-12-01,49000,48806.94,-193.05999999999767,99.61,8.3,75,2.66,93.7,Standard
STR071,Store Operations,2023-12-01,453600,409259.8,-44340.20000000001,90.22,7.9,56.5,0.65,95.6,Standard
STR071,Fresh Produce,2023-12-01,113400,121758.15,8358.149999999994,107.37,5.3,14.5,2.57,93.9,High Efficiency
STR071,Meat/Fish & Bakery,2023-12-01,88200,94225.29,6025.289999999994,106.83,9.3,64.3,3.15,97.7,High Efficiency
STR072,Store Operations,2023-12-01,453600,429935.08,-23664.919999999984,94.78,5.2,-4.5,0.58,95.8,Standard
STR072,Fresh Produce,2023-12-01,113400,99148.52,-14251.479999999996,87.43,8.2,47.2,2.21,98.9,Low Efficiency
STR072,Meat/Fish & Bakery,2023-12-01,88200,80957.57,-7242.429999999993,91.79,5.8,-2.5,2.5,95.2,Standard
STR073,Store Operations,2023-12-01,252000,259727.59,7727.5899999999965,103.07,6.8,36.9,1.61,93.9,High Efficiency
STR073,Fresh Produce,2023-12-01,63000,57599.94,-5400.059999999998,91.43,8,50.9,2.05,88.8,Standard
STR073,Meat/Fish & Bakery,2023-12-01,49000,51455.06,2455.0599999999977,105.01,7.9,48.4,4.24,92,High Efficiency
STR074,Store Operations,2023-12-01,252000,272261.57,20261.570000000007,108.04,6.9,34,1.39,96,High Efficiency
STR074,Fresh Produce,2023-12-01,63000,58455.93,-4544.07,92.79,7.2,-1.2,4.7,91.2,Standard
STR074,Meat/Fish & Bakery,2023-12-01,49000,50717.05,1717.050000000003,103.5,6.3,-1.3,4.23,97.2,High Efficiency
STR075,Store Operations,2023-12-01,151200,124029.94,-27170.059999999998,82.03,7.3,25.8,0.74,91.4,Low Efficiency
STR075,Fresh Produce,2023-12-01,37800,41307.63,3507.6299999999974,109.28,7.6,37.1,5.46,96.1,Standard
STR075,Meat/Fish & Bakery,2023-12-01,29400,29200.5,-199.5,99.32,7.6,35,3.63,97.8,Standard
STR076,Store Operations,2023-12-01,589680,625583.01,35903.01000000001,106.09,7.4,45.1,1.71,94.3,High Efficiency
STR076,Fresh Produce,2023-12-01,147420,144801.56,-2618.4400000000023,98.22,7.7,61.2,4.32,94.3,Standard
STR076,Meat/Fish & Bakery,2023-12-01,114660,104273.77,-10386.229999999996,90.94,8.5,54.6,3.82,92.2,Standard
STR077,Store Operations,2023-12-01,252000,281970.86,29970.859999999986,111.89,7.1,13.3,0.86,94.6,High Efficiency
STR077,Fresh Produce,2023-12-01,63000,66091.34,3091.3399999999965,104.91,6.2,23.6,2.69,95.5,High Efficiency
STR077,Meat/Fish & Bakery,2023-12-01,49000,56441.29,7441.290000000001,115.19,8,77.9,2.06,100,High Efficiency
STR078,Store Operations,2023-12-01,252000,209888.46,-42111.54000000001,83.29,7.2,34,1.46,92.1,Low Efficiency
STR078,Fresh Produce,2023-12-01,63000,65626.44,2626.4400000000023,104.17,6.8,21.2,4.5,90.4,High Efficiency
STR078,Meat/Fish & Bakery,2023-12-01,49000,39167.23,-9832.769999999997,79.93,6,2.5,3.79,96.6,Low Efficiency
STR079,Store Operations,2023-12-01,252000,245446.87,-6553.130000000005,97.4,7.7,62.5,0.82,94.6,Standard
STR079,Fresh Produce,2023-12-01,63000,81761.41,18761.410000000003,129.78,8.7,47.9,3.82,92.3,High Efficiency
STR079,Meat/Fish & Bakery,2023-12-01,49000,47036.58,-1963.4199999999983,95.99,8.8,58.6,2.95,94.9,Standard
STR080,Store Operations,2023-12-01,252000,223756.5,-28243.5,88.79,7.3,38.9,0.93,92.8,Low Efficiency
STR080,Fresh Produce,2023-12-01,63000,62519.64,-480.3600000000006,99.24,8.6,79.4,3.67,91.7,Standard
STR080,Meat/Fish & Bakery,2023-12-01,49000,55584.71,6584.709999999999,113.44,8.5,70.4,4.47,95.3,High Efficiency
STR081,Store Operations,2023-12-01,589680,618025.39,28345.390000000014,104.81,7.6,36.5,1.73,92.6,High Efficiency
STR081,Fresh Produce,2023-12-01,147420,116124.12,-31295.880000000005,78.77,5.6,-10.5,2.42,91.8,Low Efficiency
STR081,Meat/Fish & Bakery,2023-12-01,114660,119764.23,5104.229999999996,104.45,6.2,28.4,2.8,96.7,High Efficiency
STR082,Store Operations,2023-12-01,453600,437954.24,-15645.76000000001,96.55,8.1,58.4,1.09,94.1,Standard
STR082,Fresh Produce,2023-12-01,113400,106019.21,-7380.789999999994,93.49,7.8,42,2.27,94.8,Standard
STR082,Meat/Fish & Bakery,2023-12-01,88200,89901.89,1701.8899999999994,101.93,6.6,27.2,4.33,95.2,High Efficiency
STR083,Store Operations,2023-12-01,453600,386414.41,-67185.59000000003,85.19,6.8,12.8,0.82,95,Low Efficiency
STR083,Fresh Produce,2023-12-01,113400,124646.19,11246.190000000002,109.92,8.7,70.6,4.67,94.4,High Efficiency
STR083,Meat/Fish & Bakery,2023-12-01,88200,65979.55,-22220.449999999997,74.81,7,10.6,1.62,91.3,Low Efficiency
STR084,Store Operations,2023-12-01,252000,279197.29,27197.28999999998,110.79,7,41.2,1.85,98.3,High Efficiency
STR084,Fresh Produce,2023-12-01,63000,67945.89,4945.889999999999,107.85,5.9,-11.1,2.96,93.4,High Efficiency
STR084,Meat/Fish & Bakery,2023-12-01,49000,47549.88,-1450.1200000000026,97.04,8.2,41.3,2.93,90.5,Standard
STR085,Store Operations,2023-12-01,453600,604947.67,151347.67000000004,133.37,8.7,35,0.93,88.2,High Efficiency
STR085,Fresh Produce,2023-12-01,113400,102363.63,-11036.369999999995,90.27,5.2,-20.9,5.06,94.8,Standard
STR085,Meat/Fish & Bakery,2023-12-01,88200,72758.15,-15441.850000000006,82.49,8.5,70.8,1.57,93.8,Low Efficiency
STR086,Store Operations,2023-12-01,453600,457121.74,3521.7399999999907,100.78,8.9,90.4,1.18,96.9,High Efficiency
STR086,Fresh Produce,2023-12-01,113400,120269.93,6869.929999999993,106.06,9.1,72,5.29,85,Standard
STR086,Meat/Fish & Bakery,2023-12-01,88200,89890.5,1690.5,101.92,7,48.5,1.8,90.5,High Efficiency
STR087,Store Operations,2023-12-01,252000,294859.43,42859.42999999999,117.01,7.7,30.7,0.56,94,High Efficiency
STR087,Fresh Produce,2023-12-01,63000,56922.8,-6077.199999999997,90.35,7.7,41.7,2.84,91.8,Standard
STR087,Meat/Fish & Bakery,2023-12-01,49000,48317.82,-682.1800000000003,98.61,6.1,-2.6,3.3,91.8,Standard
STR088,Store Operations,2023-12-01,453600,422775.62,-30824.380000000005,93.2,7.3,47.6,0.82,99.2,Standard
STR088,Fresh Produce,2023-12-01,113400,122688.82,9288.820000000007,108.19,7.6,42.6,2.39,95.8,High Efficiency
STR088,Meat/Fish & Bakery,2023-12-01,88200,82213.63,-5986.369999999995,93.21,7.5,51.6,3.14,93.5,Standard
STR089,Store Operations,2023-12-01,453600,371810.58,-81789.41999999998,81.97,7.7,24.8,1.36,91.2,Low Efficiency
STR089,Fresh Produce,2023-12-01,113400,98895.33,-14504.669999999998,87.21,8.3,25.9,3.92,94.9,Low Efficiency
STR089,Meat/Fish & Bakery,2023-12-01,88200,88692.85,492.8500000000058,100.56,6.3,23.4,3.6,94.5,High Efficiency
STR090,Store Operations,2023-12-01,151200,149671.91,-1528.0899999999965,98.99,6.2,-3.9,1.33,98.5,Standard
STR090,Fresh Produce,2023-12-01,37800,40451.84,2651.8399999999965,107.02,6.9,24.6,5.17,95.8,Standard
STR090,Meat/Fish & Bakery,2023-12-01,29400,28466.86,-933.1399999999994,96.83,7.2,-0.8,3.67,91.7,Standard
STR091,Store Operations,2023-12-01,453600,396478.03,-57121.96999999997,87.41,7.6,44.6,1.78,95.3,Low Efficiency
STR091,Fresh Produce,2023-12-01,113400,90005.15,-23394.850000000006,79.37,7.7,45.2,3.63,100,Low Efficiency
STR091,Meat/Fish & Bakery,2023-12-01,88200,107597.07,19397.070000000007,121.99,6.2,-0.8,4.36,95.1,High Efficiency
STR092,Store Operations,2023-12-01,327600,355758.66,28158.659999999974,108.6,9.7,73.8,1.88,95.4,High Efficiency
STR092,Fresh Produce,2023-12-01,81900,70515.48,-11384.520000000004,86.1,6.6,13.9,5.32,97.1,Low Efficiency
STR092,Meat/Fish & Bakery,2023-12-01,63700,69170.78,5470.779999999999,108.59,5.6,12.6,2.08,91.3,High Efficiency
STR093,Store Operations,2023-12-01,327600,315006.68,-12593.320000000007,96.16,8.3,49.4,1.96,93.9,Standard
STR093,Fresh Produce,2023-12-01,81900,79138.85,-2761.149999999994,96.63,8.8,43.1,3.95,94.6,Standard
STR093,Meat/Fish & Bakery,2023-12-01,63700,58243.71,-5456.290000000001,91.43,5.6,-2.2,4.44,95.4,Standard
STR094,Store Operations,2023-12-01,453600,629438.96,175838.95999999996,138.77,8.6,65.2,1.1,99.1,High Efficiency
STR094,Fresh Produce,2023-12-01,113400,100273.29,-13126.710000000006,88.42,8.4,62.3,4.44,96,Low Efficiency
STR094,Meat/Fish & Bakery,2023-12-01,88200,68621.28,-19578.72,77.8,7.6,64.3,1.54,96.3,Low Efficiency
STR095,Store Operations,2023-12-01,589680,684439.73,94759.72999999998,116.07,7.1,51.6,0.84,98.6,High Efficiency
STR095,Fresh Produce,2023-12-01,147420,174698.69,27278.690000000002,118.5,8.1,33.1,2.31,92.9,High Efficiency
STR095,Meat/Fish & Bakery,2023-12-01,114660,149040.85,34380.850000000006,129.99,7.6,37.1,3.49,90.5,High Efficiency
STR096,Store Operations,2023-12-01,453600,420736.09,-32863.909999999974,92.75,6.8,48.1,1.45,96.2,Standard
STR096,Fresh Produce,2023-12-01,113400,124126.34,10726.339999999997,109.46,9.2,78.4,5.18,95.1,Standard
STR096,Meat/Fish & Bakery,2023-12-01,88200,88639.96,439.9600000000064,100.5,7.5,47.2,4.37,95.3,High Efficiency
STR097,Store Operations,2023-12-01,252000,243973.78,-8026.220000000001,96.81,8.5,61.8,0.75,96.1,Standard
STR097,Fresh Produce,2023-12-01,63000,54513.34,-8486.660000000003,86.53,8.5,52,2.12,92.5,Low Efficiency
STR097,Meat/Fish & Bakery,2023-12-01,49000,48403.49,-596.510000000002,98.78,9.1,71.1,4.45,95.1,Standard
STR098,Store Operations,2023-12-01,151200,144527.63,-6672.369999999995,95.59,6.7,7,1.7,92.4,Standard
STR098,Fresh Produce,2023-12-01,37800,35462,-2338,93.81,7.6,46.7,5.96,97.7,Standard
STR098,Meat/Fish & Bakery,2023-12-01,29400,34509.81,5109.809999999998,117.38,8.8,37.1,3.41,98.2,High Efficiency
STR099,Store Operations,2023-12-01,252000,264686.59,12686.590000000026,105.03,6,22.3,0.96,93.2,High Efficiency
STR099,Fresh Produce,2023-12-01,63000,60276.75,-2723.25,95.68,8.5,34.4,5.24,95.8,Standard
STR099,Meat/Fish & Bakery,2023-12-01,49000,51756.98,2756.980000000003,105.63,7.9,27.5,3.73,97,High Efficiency
STR100,Store Operations,2023-12-01,252000,256336.79,4336.790000000008,101.72,7.9,46.1,1.77,94.5,High Efficiency
STR100,Fresh Produce,2023-12-01,63000,70901.94,7901.940000000002,112.54,8.1,48.9,4.75,99.5,High Efficiency
STR100,Meat/Fish & Bakery,2023-12-01,49000,48013.79,-986.2099999999991,97.99,8.2,54,4.47,93,Standard
STR101,Store Operations,2023-12-01,252000,282974.39,30974.390000000014,112.29,6.4,-8.3,0.93,95.2,High Efficiency
STR101,Fresh Produce,2023-12-01,63000,63628.98,628.9800000000032,101,6.7,-2.4,5.88,92.7,Standard
STR101,Meat/Fish & Bakery,2023-12-01,49000,49768.49,768.489999999998,101.57,8.8,45.8,3.77,94.3,High Efficiency
STR102,Store Operations,2023-12-01,252000,222456.6,-29543.399999999994,88.28,7.6,34.3,0.74,94.5,Low Efficiency
STR102,Fresh Produce,2023-12-01,63000,57162.6,-5837.4000000000015,90.73,7.5,35.1,2.16,93.1,Standard
STR102,Meat/Fish & Bakery,2023-12-01,49000,48639.95,-360.0500000000029,99.27,8,43.7,1.65,96.8,Standard
STR103,Store Operations,2023-12-01,327600,272981.5,-54618.5,83.33,7.7,54.1,1.93,94.9,Low Efficiency
STR103,Fresh Produce,2023-12-01,81900,111245.65,29345.649999999994,135.83,9.5,79.4,5.17,95.7,Standard
STR103,Meat/Fish & Bakery,2023-12-01,63700,69508.35,5808.350000000006,109.12,8.1,41.3,4.13,96.1,High Efficiency
STR104,Store Operations,2023-12-01,589680,629038.34,39358.33999999997,106.67,6.8,33,0.64,96.8,High Efficiency
STR104,Fresh Produce,2023-12-01,147420,150277.53,2857.529999999999,101.94,7.6,46.3,4.1,92.4,High Efficiency
STR104,Meat/Fish & Bakery,2023-12-01,114660,121722.3,7062.300000000003,106.16,6.6,14.3,4.28,95.3,High Efficiency
STR105,Store Operations,2023-12-01,327600,336764.18,9164.179999999993,102.8,6.7,17,1.36,95.1,High Efficiency
STR105,Fresh Produce,2023-12-01,81900,105194.83,23294.83,128.44,6.2,-9.7,3.02,92.6,High Efficiency
STR105,Meat/Fish & Bakery,2023-12-01,63700,59900.93,-3799.0699999999997,94.04,7.1,22.1,1.83,92.9,Standard
STR106,Store Operations,2023-12-01,252000,318819.36,66819.35999999999,126.52,7.8,60.1,1.16,100,High Efficiency
STR106,Fresh Produce,2023-12-01,63000,70300.5,7300.5,111.59,7.8,36.5,4.28,94.5,High Efficiency
STR106,Meat/Fish & Bakery,2023-12-01,49000,29400.92,-19599.08,60,8.8,94.6,1.63,96.2,Low Efficiency
STR107,Store Operations,2023-12-01,151200,181671.84,30471.839999999997,120.15,7.4,27,1.66,94.2,High Efficiency
STR107,Fresh Produce,2023-12-01,37800,40927.09,3127.0899999999965,108.27,5.3,20.5,4.66,96,High Efficiency
STR107,Meat/Fish & Bakery,2023-12-01,29400,31404.52,2004.5200000000004,106.82,7.1,27.5,1.96,97.3,High Efficiency
STR108,Store Operations,2023-12-01,252000,191069.46,-60930.54000000001,75.82,8.7,51.7,0.89,97.4,Low Efficiency
STR108,Fresh Produce,2023-12-01,63000,65895.35,2895.350000000006,104.6,8.5,63.3,5.01,92.3,Standard
STR108,Meat/Fish & Bakery,2023-12-01,49000,53154.69,4154.690000000002,108.48,7.3,49,3.31,89.4,High Efficiency
STR109,Store Operations,2023-12-01,252000,267214.04,15214.039999999979,106.04,7.1,34.9,1.57,91.2,High Efficiency
STR109,Fresh Produce,2023-12-01,63000,71874.44,8874.440000000002,114.09,7.1,5.9,3.3,98.5,High Efficiency
STR109,Meat/Fish & Bakery,2023-12-01,49000,51191.98,2191.980000000003,104.47,6.7,2.2,4.82,90.8,High Efficiency
STR110,Store Operations,2023-12-01,252000,275185.14,23185.140000000014,109.2,7.1,23.5,1.99,90.5,High Efficiency
STR110,Fresh Produce,2023-12-01,63000,79208.25,16208.25,125.73,6.4,3.9,4.39,89.6,High Efficiency
STR110,Meat/Fish & Bakery,2023-12-01,49000,48623.56,-376.4400000000023,99.23,7.6,32.4,1.72,91.6,Standard
STR111,Store Operations,2023-12-01,453600,382860.15,-70739.84999999998,84.4,7.7,22.9,1.9,94.1,Low Efficiency
STR111,Fresh Produce,2023-12-01,113400,103470.1,-9929.899999999994,91.24,7.2,29.5,5.28,97.4,Standard
STR111,Meat/Fish & Bakery,2023-12-01,88200,88205.28,5.279999999998836,100.01,5.5,30,2.91,88.4,High Efficiency
STR112,Store Operations,2023-12-01,453600,591364.41,137764.41000000003,130.37,7.5,65.1,1.57,91.6,High Efficiency
STR112,Fresh Produce,2023-12-01,113400,110121.28,-3278.720000000001,97.11,9.2,76.9,4.1,96.1,Standard
STR112,Meat/Fish & Bakery,2023-12-01,88200,114724.02,26524.020000000004,130.07,8.3,88,4.14,90.7,High Efficiency
STR113,Store Operations,2023-12-01,252000,281599.77,29599.77000000002,111.75,8.8,100,1.59,91.2,High Efficiency
STR113,Fresh Produce,2023-12-01,63000,56305.44,-6694.559999999998,89.37,6,-6.2,2.96,98.9,Low Efficiency
